convert_id,open,high,low,close,last_updated,volume,time_open,time_close
2781,1.0797118773826726,71.77006659374105,0.11208420734744501,0.11208420734744501,,318704.9584348293,2024-12-17T12:00:00.000Z,2024-12-17T12:59:59.999Z
